event,domain,tld,iso2,region,macro,role,finance_media,community,state_media,government,military,int_org,validated
gaza,orangeville.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,outdoornews.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,patrickruffini.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,peterboroughtoday.co.uk,uk,GB,Europe & Central Asia,OTHER,PLATFORM,0,0,0,0,0,0,0
gaza,pressenza.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,princegeorgecitizen.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,ripcityproject.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,rock921.iheart.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,sacurrent.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,sanantoniomag.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,seaforthhuronexpositor.com:443,NA,NA,NA,OTHER,PLATFORM,0,0,0,0,0,0,0
gaza,silverandblackpride.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,simcoe.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,slashgear.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,sluggerotoole.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,smdailyjournal.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,sookenewsmirror.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,spacedaily.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,star945.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,statejournal.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,stlamerican.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,strategypage.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,swimswam.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,taftmidwaydriller.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,tennesseetitans.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,the-messenger.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,theeagleonline.com.ng,ng,NG,Sub-Saharan Africa,AFRICA,PLATFORM,0,0,0,0,0,0,0
gaza,theifp.ca,ca,CA,North America,OTHER,PLATFORM,0,0,0,0,0,0,0
gaza,thesalemnewsonline.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,thetidenewsonline.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,thewave.ca,ca,CA,North America,OTHER,PLATFORM,0,0,0,0,0,0,0
gaza,timesleader.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,trinidadexpress.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,trucknews.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,ukiahdailyjournal.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,uproxx.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,vanderbilthustler.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,veranda.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,vernonmorningstar.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,waaytv.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,wacotrib.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,wbaa.org,org,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,wellington.scoop.co.nz,nz,NZ,East Asia & Pacific,OTHER,PLATFORM,0,0,0,0,0,0,0
gaza,westernnebraskaobserver.net,net,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,wfmj.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,wftw.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,wgmz.iheart.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,whatech.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,wjactv.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,wral.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,xtra99.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,yakimaherald.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,ynetnews.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
gaza,yumasun.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,1005thewolf.iheart.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,1011now.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,1013kissfm.iheart.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,1057thebull.iheart.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,1071kissfm.iheart.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,38north.org,org,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,49ers.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,919thebend.ca,ca,CA,North America,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,931kmkt.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,939litefm.iheart.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,945thehawkradio.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,957thebeat.iheart.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,969therock.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,975thevibe.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,979kissfm.iheart.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,981thebreeze.iheart.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,983try.iheart.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,98kupd.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,abc.net.au,au,AU,East Asia & Pacific,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,abc10.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,abc30.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,abc7chicago.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,abcnews.go.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,advocate-news.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,aei.org,org,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,agassizharrisonobserver.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,alaskasnewssource.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,allclassical.org,org,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,allgov.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,amny.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,amren.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,androidheadlines.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,apnews.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,asia.nikkei.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,avclub.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,barrons.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,beaufortcountynow.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,belfastlive.co.uk,uk,GB,Europe & Central Asia,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,benzinga.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,bigfrog104.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,bignewsnetwork.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,birminghammail.co.uk,uk,GB,Europe & Central Asia,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,biztoc.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,blazersedge.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,bloomberg.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,1,0,0,0,0,0,1
venezuela,bobfm.co.uk,uk,GB,Europe & Central Asia,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,bondbuyer.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,bordertelegraph.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,boston.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,bostonglobe.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,bovada.lv,lv,NA,NA,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,boxden.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,bozemanskissfm.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,brantfordexpositor.ca:443,NA,NA,NA,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,brazilsun.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,breitbart.com:443,NA,NA,NA,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,bridgwatermercury.co.uk,uk,GB,Europe & Central Asia,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,brooklynvegan.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,burytimes.co.uk,uk,GB,Europe & Central Asia,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,businessworld.in,in,IN,South Asia,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,cairnspost.com.au,au,AU,East Asia & Pacific,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,carolinacoastonline.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,carsonnow.org,org,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,cbc.bb,bb,NA,NA,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,cbs19.tv,tv,NA,NA,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,cbs4indy.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,cbsnews.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,cfox.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,cfweradio.ca,ca,CA,North America,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,cgdev.org,org,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,charlotteobserver.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,chicago.suntimes.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,christianpost.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,christianpost.com:443,NA,NA,NA,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,chronicleonline.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,chronogram.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,cincinnatisun.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,citynews.com.au,au,AU,East Asia & Pacific,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,cleveland19.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,clevescene.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,cnn.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,cnynews.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,coast1009.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,columbustelegram.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,county10.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,cp24.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,cravenherald.co.uk,uk,GB,Europe & Central Asia,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,crossrhythms.co.uk,uk,GB,Europe & Central Asia,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,dailycaller.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,dailycamera.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,dailyherald.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,dailyitem.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,dailymail.co.uk,uk,GB,Europe & Central Asia,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,dailytimes.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,dallasinnovates.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,dallasnews.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,dealgenius.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,democratherald.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,devdiscourse.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,donegalnews.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,eastidahonews.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,editorial.rottentomatoes.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,elwakt.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,energyintel.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,enidnews.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,etonline.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,eurasiareview.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,euromaidanpress.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,exploreseiowa.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,fairviewpost.com:443,NA,NA,NA,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,farmweekly.com.au,au,AU,East Asia & Pacific,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,fhtimes.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,fijitimes.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,finance.yahoo.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,fm96.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,fox13now.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,fox23.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,fox7austin.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,ftw.usatoday.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,fun107.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,fxstreet.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,gambling.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,gamerevolution.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,geographicus.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,gigulate.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,glamour.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,global.chinadaily.com.cn,cn,CN,East Asia & Pacific,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,globalnews.ca,ca,CA,North America,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,goldcoastbulletin.com.au,au,AU,East Asia & Pacific,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,goskagit.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,gothamist.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,hancinema.net,net,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,hapblog.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,hastingstribune.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,health.usnews.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,hellomagazine.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,henleystandard.co.uk,uk,GB,Europe & Central Asia,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,henricocitizen.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,her.ie,ie,NA,NA,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,heraldsun.com.au,au,AU,East Asia & Pacific,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,hindustantimes.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,hits1061seattle.iheart.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,hudsoncountyview.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,huffpost.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,idahocapitalsun.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,independenttribune.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,infowars.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,insideselfstorage.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,instyle.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,investopedia.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,iranherald.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,iraqsun.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,journalnow.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,jox2fm.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,juneauempire.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kalb.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kcra.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kdal610.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kelo.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,ketv.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kfdm.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kgw.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kicks99.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kingstonthisweek.com:443,NA,NA,NA,OTHER,PLATFORM,0,0,0,0,0,0,0
venezuela,kiss1027fm.iheart.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kiss1067.iheart.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kisswtlz.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kizzmyanthia.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kjas.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,klaq.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kmaj1440.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,knbr.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,knopnews2.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,koco.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kpcw.org,org,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kplctv.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,krcrtv.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,krqe.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,ksenam.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,ksfa860.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,ksjbam.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,ksnt.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,ktiv.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,ktom.iheart.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,ktvb.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kxlf.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kxly.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,kyma.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,ladysmithchronicle.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,lagrandeobserver.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,lankaweb.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
venezuela,latimes.com,com,GLOBAL,GLOBAL,GLOBAL,PLATFORM,0,0,0,0,0,0,0
